DATETIME,LOAD
07APR2018:09:00:00,1292
07APR2018:09:15:00,1347
07APR2018:09:30:00,1400
07APR2018:09:45:00,1443
07APR2018:10:00:00,1477
07APR2018:10:15:00,1515
07APR2018:10:30:00,1550
07APR2018:10:45:00,1582
07APR2018:11:00:00,1607
07APR2018:11:15:00,1618
07APR2018:11:30:00,1626
07APR2018:11:45:00,1629
07APR2018:12:00:00,1632
07APR2018:12:15:00,1636
07APR2018:12:30:00,1636
07APR2018:12:45:00,1624
07APR2018:13:00:00,1618
07APR2018:13:15:00,1582
07APR2018:13:30:00,1575
07APR2018:13:45:00,1579
07APR2018:14:00:00,1587
07APR2018:14:15:00,1607
07APR2018:14:30:00,1620
07APR2018:14:45:00,1621
07APR2018:15:00:00,1619
07APR2018:15:15:00,1617
07APR2018:15:30:00,1610
07APR2018:15:45:00,1603
07APR2018:16:00:00,1592
07APR2018:16:15:00,1579
07APR2018:16:30:00,1562
07APR2018:16:45:00,1548
07APR2018:17:00:00,1535
07APR2018:17:15:00,1517
07APR2018:17:30:00,1496
07APR2018:17:45:00,1479
07APR2018:18:00:00,1465
07APR2018:18:15:00,1446
07APR2018:18:30:00,1444
07APR2018:18:45:00,1453
07APR2018:19:00:00,1474
07APR2018:19:15:00,1504
07APR2018:19:30:00,1522
07APR2018:19:45:00,1524
07APR2018:20:00:00,1519
07APR2018:20:15:00,1514
07APR2018:20:30:00,1506
07APR2018:20:45:00,1497
07APR2018:21:00:00,1482
07APR2018:21:15:00,1460
07APR2018:21:30:00,1450
07APR2018:21:45:00,1445
07APR2018:22:00:00,1441
07APR2018:22:15:00,1435
07APR2018:22:30:00,1435
07APR2018:22:45:00,1447
07APR2018:23:00:00,1462
07APR2018:23:15:00,1474
07APR2018:23:30:00,1483
07APR2018:23:45:00,1483
08APR2018:00:00:00,1472
08APR2018:00:15:00,1468
08APR2018:00:30:00,1453
08APR2018:00:45:00,1428
08APR2018:01:00:00,1398
08APR2018:01:15:00,1363
08APR2018:01:30:00,1331
08APR2018:01:45:00,1304
08APR2018:02:00:00,1278
08APR2018:02:15:00,1251
08APR2018:02:30:00,1227
08APR2018:02:45:00,1211
08APR2018:03:00:00,1193
08APR2018:03:15:00,1176
08APR2018:03:30:00,1159
08APR2018:03:45:00,1143
08APR2018:04:00:00,1129
08APR2018:04:15:00,1112
08APR2018:04:30:00,1103
08APR2018:04:45:00,1097
08APR2018:05:00:00,1088
08APR2018:05:15:00,1083
08APR2018:05:30:00,1078
08APR2018:05:45:00,1075
08APR2018:06:00:00,1067
08APR2018:06:15:00,1062
08APR2018:06:30:00,1048
08APR2018:06:45:00,1035
08APR2018:07:00:00,1029
08APR2018:07:15:00,1029
08APR2018:07:30:00,1031
08APR2018:07:45:00,1034
08APR2018:08:00:00,1043
08APR2018:08:15:00,1057
08APR2018:08:30:00,1074
08APR2018:08:45:00,1089
08APR2018:09:00:00,1108
08APR2018:09:15:00,1129
08APR2018:09:30:00,1150
08APR2018:09:45:00,1175
08APR2018:10:00:00,1198
08APR2018:10:15:00,1219
08APR2018:10:30:00,1235
08APR2018:10:45:00,1256
08APR2018:11:00:00,1270
08APR2018:11:15:00,1277
08APR2018:11:30:00,1283
08APR2018:11:45:00,1295
08APR2018:12:00:00,1297
08APR2018:12:15:00,1302
08APR2018:12:30:00,1305
08APR2018:12:45:00,1305
08APR2018:13:00:00,1301
08APR2018:13:15:00,1293
08APR2018:13:30:00,1291
08APR2018:13:45:00,1288
08APR2018:14:00:00,1288
08APR2018:14:15:00,1293
08APR2018:14:30:00,1297
08APR2018:14:45:00,1297
08APR2018:15:00:00,1296
08APR2018:15:15:00,1291
08APR2018:15:30:00,1286
08APR2018:15:45:00,1277
08APR2018:16:00:00,1268
08APR2018:16:15:00,1261
08APR2018:16:30:00,1249
08APR2018:16:45:00,1242
08APR2018:17:00:00,1230
08APR2018:17:15:00,1217
08APR2018:17:30:00,1204
08APR2018:17:45:00,1194
08APR2018:18:00:00,1185
08APR2018:18:15:00,1181
08APR2018:18:30:00,1183
08APR2018:18:45:00,1201
08APR2018:19:00:00,1238
08APR2018:19:15:00,1286
08APR2018:19:30:00,1320
08APR2018:19:45:00,1333
08APR2018:20:00:00,1340
08APR2018:20:15:00,1348
08APR2018:20:30:00,1357
08APR2018:20:45:00,1366
08APR2018:21:00:00,1373
08APR2018:21:15:00,1378
08APR2018:21:30:00,1381
08APR2018:21:45:00,1390
08APR2018:22:00:00,1403
08APR2018:22:15:00,1411
08APR2018:22:30:00,1427
08APR2018:22:45:00,1447
08APR2018:23:00:00,1459
08APR2018:23:15:00,1471
08APR2018:23:30:00,1478
08APR2018:23:45:00,1480
09APR2018:00:00:00,1477
09APR2018:00:15:00,1459
09APR2018:00:30:00,1430
09APR2018:00:45:00,1401
09APR2018:01:00:00,1370
09APR2018:01:15:00,1335
09APR2018:01:30:00,1300
09APR2018:01:45:00,1266
09APR2018:02:00:00,1240
09APR2018:02:15:00,1214
09APR2018:02:30:00,1192
09APR2018:02:45:00,1170
09APR2018:03:00:00,1150
09APR2018:03:15:00,1129
09APR2018:03:30:00,1113
09APR2018:03:45:00,1099
09APR2018:04:00:00,1087
09APR2018:04:15:00,1075
09APR2018:04:30:00,1068
09APR2018:04:45:00,1063
09APR2018:05:00:00,1058
09APR2018:05:15:00,1057
09APR2018:05:30:00,1059
09APR2018:05:45:00,1065
09APR2018:06:00:00,1074
09APR2018:06:15:00,1085
09APR2018:06:30:00,1083
09APR2018:06:45:00,1081
09APR2018:07:00:00,1085
09APR2018:07:15:00,1100
09APR2018:07:30:00,1120
09APR2018:07:45:00,1145
09APR2018:08:00:00,1168
09APR2018:08:15:00,1210
09APR2018:08:30:00,1254
09APR2018:08:45:00,1294
09APR2018:09:00:00,1332
09APR2018:09:15:00,1384
09APR2018:09:30:00,1435
09APR2018:09:45:00,1483
09APR2018:10:00:00,1521
09APR2018:10:15:00,1555
09APR2018:10:30:00,1587
09APR2018:10:45:00,1617
09APR2018:11:00:00,1633
09APR2018:11:15:00,1639
09APR2018:11:30:00,1645
09APR2018:11:45:00,1645
09APR2018:12:00:00,1645
09APR2018:12:15:00,1649
09APR2018:12:30:00,1642
09APR2018:12:45:00,1626
09APR2018:13:00:00,1614
09APR2018:13:15:00,1574
09APR2018:13:30:00,1561
09APR2018:13:45:00,1562
09APR2018:14:00:00,1567
09APR2018:14:15:00,1584
09APR2018:14:30:00,1599
09APR2018:14:45:00,1607
09APR2018:15:00:00,1612
09APR2018:15:15:00,1618
09APR2018:15:30:00,1622
09APR2018:15:45:00,1622
09APR2018:16:00:00,1616
09APR2018:16:15:00,1603
09APR2018:16:30:00,1592
09APR2018:16:45:00,1582
09APR2018:17:00:00,1572
09APR2018:17:15:00,1560
09APR2018:17:30:00,1546
09APR2018:17:45:00,1529
09APR2018:18:00:00,1509
09APR2018:18:15:00,1486
09APR2018:18:30:00,1476
09APR2018:18:45:00,1474
09APR2018:19:00:00,1497
09APR2018:19:15:00,1523
09APR2018:19:30:00,1540
09APR2018:19:45:00,1542
09APR2018:20:00:00,1537
09APR2018:20:15:00,1527
09APR2018:20:30:00,1520
09APR2018:20:45:00,1511
09APR2018:21:00:00,1504
09APR2018:21:15:00,1485
09APR2018:21:30:00,1472
09APR2018:21:45:00,1475
09APR2018:22:00:00,1481
09APR2018:22:15:00,1492
09APR2018:22:30:00,1508
09APR2018:22:45:00,1526
09APR2018:23:00:00,1548
09APR2018:23:15:00,1556
09APR2018:23:30:00,1562
09APR2018:23:45:00,1557
10APR2018:00:00:00,1538
10APR2018:00:15:00,1502
10APR2018:00:30:00,1468
10APR2018:00:45:00,1435
10APR2018:01:00:00,1402
10APR2018:01:15:00,1367
10APR2018:01:30:00,1330
10APR2018:01:45:00,1301
10APR2018:02:00:00,1273
10APR2018:02:15:00,1243
10APR2018:02:30:00,1223
10APR2018:02:45:00,1205
10APR2018:03:00:00,1188
10APR2018:03:15:00,1169
10APR2018:03:30:00,1153
10APR2018:03:45:00,1139
10APR2018:04:00:00,1124
10APR2018:04:15:00,1112
10APR2018:04:30:00,1106
10APR2018:04:45:00,1098
10APR2018:05:00:00,1093
10APR2018:05:15:00,1089
10APR2018:05:30:00,1092
10APR2018:05:45:00,1100
10APR2018:06:00:00,1111
10APR2018:06:15:00,1125
10APR2018:06:30:00,1120
10APR2018:06:45:00,1115
10APR2018:07:00:00,1119
10APR2018:07:15:00,1136
10APR2018:07:30:00,1154
10APR2018:07:45:00,1177
10APR2018:08:00:00,1203
10APR2018:08:15:00,1242
10APR2018:08:30:00,1290
10APR2018:08:45:00,1328
10APR2018:09:00:00,1367
10APR2018:09:15:00,1417
10APR2018:09:30:00,1472
10APR2018:09:45:00,1516
10APR2018:10:00:00,1551
10APR2018:10:15:00,1586
10APR2018:10:30:00,1616
10APR2018:10:45:00,1645
10APR2018:11:00:00,1663
10APR2018:11:15:00,1669
10APR2018:11:30:00,1675
10APR2018:11:45:00,1672
10APR2018:12:00:00,1667
10APR2018:12:15:00,1662
10APR2018:12:30:00,1654
10APR2018:12:45:00,1647
10APR2018:13:00:00,1644
10APR2018:13:15:00,1617
10APR2018:13:30:00,1616
10APR2018:13:45:00,1615
10APR2018:14:00:00,1625
10APR2018:14:15:00,1644
10APR2018:14:30:00,1658
10APR2018:14:45:00,1664
10APR2018:15:00:00,1668
10APR2018:15:15:00,1667
10APR2018:15:30:00,1669
10APR2018:15:45:00,1668
10APR2018:16:00:00,1660
10APR2018:16:15:00,1656
10APR2018:16:30:00,1644
10APR2018:16:45:00,1630
10APR2018:17:00:00,1620
10APR2018:17:15:00,1607
10APR2018:17:30:00,1594
10APR2018:17:45:00,1573
10APR2018:18:00:00,1553
10APR2018:18:15:00,1528
10APR2018:18:30:00,1519
10APR2018:18:45:00,1523
10APR2018:19:00:00,1546
10APR2018:19:15:00,1577
10APR2018:19:30:00,1593
10APR2018:19:45:00,1593
10APR2018:20:00:00,1584
10APR2018:20:15:00,1577
10APR2018:20:30:00,1569
10APR2018:20:45:00,1554
10APR2018:21:00:00,1543
10APR2018:21:15:00,1525
10APR2018:21:30:00,1514
10APR2018:21:45:00,1512
10APR2018:22:00:00,1516
10APR2018:22:15:00,1522
10APR2018:22:30:00,1535
10APR2018:22:45:00,1555
10APR2018:23:00:00,1573
10APR2018:23:15:00,1578
10APR2018:23:30:00,1583
10APR2018:23:45:00,1576
11APR2018:00:00:00,1558
11APR2018:00:15:00,1525
11APR2018:00:30:00,1499
11APR2018:00:45:00,1469
11APR2018:01:00:00,1434
11APR2018:01:15:00,1393
11APR2018:01:30:00,1360
11APR2018:01:45:00,1324
11APR2018:02:00:00,1296
11APR2018:02:15:00,1266
11APR2018:02:30:00,1243
11APR2018:02:45:00,1221
11APR2018:03:00:00,1200
11APR2018:03:15:00,1183
11APR2018:03:30:00,1166
11APR2018:03:45:00,1150
11APR2018:04:00:00,1136
11APR2018:04:15:00,1123
11APR2018:04:30:00,1114
11APR2018:04:45:00,1109
11APR2018:05:00:00,1103
11APR2018:05:15:00,1102
11APR2018:05:30:00,1105
11APR2018:05:45:00,1112
11APR2018:06:00:00,1119
11APR2018:06:15:00,1128
11APR2018:06:30:00,1124
11APR2018:06:45:00,1122
11APR2018:07:00:00,1128
11APR2018:07:15:00,1144
11APR2018:07:30:00,1164
11APR2018:07:45:00,1188
11APR2018:08:00:00,1214
11APR2018:08:15:00,1255
11APR2018:08:30:00,1300
11APR2018:08:45:00,1345
11APR2018:09:00:00,1386
11APR2018:09:15:00,1439
11APR2018:09:30:00,1498
11APR2018:09:45:00,1535
11APR2018:10:00:00,1575
11APR2018:10:15:00,1604
11APR2018:10:30:00,1632
11APR2018:10:45:00,1655
11APR2018:11:00:00,1665
11APR2018:11:15:00,1672
11APR2018:11:30:00,1681
11APR2018:11:45:00,1679
11APR2018:12:00:00,1676
11APR2018:12:15:00,1678
11APR2018:12:30:00,1676
11APR2018:12:45:00,1669
11APR2018:13:00:00,1661
11APR2018:13:15:00,1626
11APR2018:13:30:00,1620
11APR2018:13:45:00,1626
11APR2018:14:00:00,1639
11APR2018:14:15:00,1660
11APR2018:14:30:00,1674
11APR2018:14:45:00,1681
11APR2018:15:00:00,1677
11APR2018:15:15:00,1678
11APR2018:15:30:00,1677
11APR2018:15:45:00,1676
11APR2018:16:00:00,1670
11APR2018:16:15:00,1658
11APR2018:16:30:00,1647
11APR2018:16:45:00,1631
11APR2018:17:00:00,1614
11APR2018:17:15:00,1601
11APR2018:17:30:00,1585
11APR2018:17:45:00,1567
11APR2018:18:00:00,1546
11APR2018:18:15:00,1527
11APR2018:18:30:00,1519
11APR2018:18:45:00,1521
11APR2018:19:00:00,1542
11APR2018:19:15:00,1571
11APR2018:19:30:00,1589
11APR2018:19:45:00,1595
11APR2018:20:00:00,1589
11APR2018:20:15:00,1572
11APR2018:20:30:00,1560
11APR2018:20:45:00,1554
11APR2018:21:00:00,1544
11APR2018:21:15:00,1528
11APR2018:21:30:00,1519
11APR2018:21:45:00,1514
11APR2018:22:00:00,1516
11APR2018:22:15:00,1518
11APR2018:22:30:00,1533
11APR2018:22:45:00,1539
11APR2018:23:00:00,1552
11APR2018:23:15:00,1563
11APR2018:23:30:00,1569
11APR2018:23:45:00,1559
12APR2018:00:00:00,1547
12APR2018:00:15:00,1519
12APR2018:00:30:00,1486
12APR2018:00:45:00,1453
12APR2018:01:00:00,1419
12APR2018:01:15:00,1387
12APR2018:01:30:00,1353
12APR2018:01:45:00,1313
12APR2018:02:00:00,1282
12APR2018:02:15:00,1258
12APR2018:02:30:00,1235
12APR2018:02:45:00,1216
12APR2018:03:00:00,1198
12APR2018:03:15:00,1178
12APR2018:03:30:00,1164
12APR2018:03:45:00,1145
12APR2018:04:00:00,1131
12APR2018:04:15:00,1121
12APR2018:04:30:00,1112
12APR2018:04:45:00,1105
12APR2018:05:00:00,1102
12APR2018:05:15:00,1100
12APR2018:05:30:00,1103
12APR2018:05:45:00,1106
12APR2018:06:00:00,1115
12APR2018:06:15:00,1128
12APR2018:06:30:00,1131
12APR2018:06:45:00,1120
12APR2018:07:00:00,1127
12APR2018:07:15:00,1147
12APR2018:07:30:00,1169
12APR2018:07:45:00,1192
12APR2018:08:00:00,1217
12APR2018:08:15:00,1261
12APR2018:08:30:00,1297
12APR2018:08:45:00,1342
12APR2018:09:00:00,1385
12APR2018:09:15:00,1433
12APR2018:09:30:00,1487
12APR2018:09:45:00,1532
12APR2018:10:00:00,1573
12APR2018:10:15:00,1602
12APR2018:10:30:00,1631
12APR2018:10:45:00,1653
12APR2018:11:00:00,1678
12APR2018:11:15:00,1688
12APR2018:11:30:00,1693
12APR2018:11:45:00,1698
12APR2018:12:00:00,1703
12APR2018:12:15:00,1699
12APR2018:12:30:00,1692
12APR2018:12:45:00,1678
12APR2018:13:00:00,1665
12APR2018:13:15:00,1623
12APR2018:13:30:00,1613
12APR2018:13:45:00,1613
12APR2018:14:00:00,1622
12APR2018:14:15:00,1640
12APR2018:14:30:00,1656
12APR2018:14:45:00,1668
12APR2018:15:00:00,1668
12APR2018:15:15:00,1669
12APR2018:15:30:00,1670
12APR2018:15:45:00,1666
12APR2018:16:00:00,1661
12APR2018:16:15:00,1655
12APR2018:16:30:00,1645
12APR2018:16:45:00,1631
12APR2018:17:00:00,1619
12APR2018:17:15:00,1610
12APR2018:17:30:00,1594
12APR2018:17:45:00,1578
12APR2018:18:00:00,1560
12APR2018:18:15:00,1533
12APR2018:18:30:00,1522
12APR2018:18:45:00,1521
12APR2018:19:00:00,1542
12APR2018:19:15:00,1571
12APR2018:19:30:00,1590
12APR2018:19:45:00,1597
12APR2018:20:00:00,1592
12APR2018:20:15:00,1583
12APR2018:20:30:00,1571
12APR2018:20:45:00,1566
12APR2018:21:00:00,1555
12APR2018:21:15:00,1540
12APR2018:21:30:00,1533
12APR2018:21:45:00,1531
12APR2018:22:00:00,1537
12APR2018:22:15:00,1548
12APR2018:22:30:00,1563
12APR2018:22:45:00,1582
12APR2018:23:00:00,1591
12APR2018:23:15:00,1598
12APR2018:23:30:00,1594
12APR2018:23:45:00,1585
13APR2018:00:00:00,1564
13APR2018:00:15:00,1551
13APR2018:00:30:00,1520
13APR2018:00:45:00,1484
13APR2018:01:00:00,1445
13APR2018:01:15:00,1409
13APR2018:01:30:00,1370
13APR2018:01:45:00,1333
13APR2018:02:00:00,1306
13APR2018:02:15:00,1278
13APR2018:02:30:00,1254
13APR2018:02:45:00,1235
13APR2018:03:00:00,1210
13APR2018:03:15:00,1186
13APR2018:03:30:00,1172
13APR2018:03:45:00,1159
13APR2018:04:00:00,1146
13APR2018:04:15:00,1134
13APR2018:04:30:00,1127
13APR2018:04:45:00,1119
13APR2018:05:00:00,1112
13APR2018:05:15:00,1112
13APR2018:05:30:00,1113
13APR2018:05:45:00,1118
13APR2018:06:00:00,1125
13APR2018:06:15:00,1133
13APR2018:06:30:00,1125
13APR2018:06:45:00,1125
13APR2018:07:00:00,1129
13APR2018:07:15:00,1145
13APR2018:07:30:00,1166
13APR2018:07:45:00,1193
13APR2018:08:00:00,1219
13APR2018:08:15:00,1258
13APR2018:08:30:00,1305
13APR2018:08:45:00,1348
13APR2018:09:00:00,1387
13APR2018:09:15:00,1447
13APR2018:09:30:00,1503
13APR2018:09:45:00,1536
13APR2018:10:00:00,1572
13APR2018:10:15:00,1606
13APR2018:10:30:00,1636
13APR2018:10:45:00,1662
13APR2018:11:00:00,1680
13APR2018:11:15:00,1690
13APR2018:11:30:00,1699
13APR2018:11:45:00,1709
13APR2018:12:00:00,1715
13APR2018:12:15:00,1719
13APR2018:12:30:00,1716
13APR2018:12:45:00,1705
13APR2018:13:00:00,1696
13APR2018:13:15:00,1652
13APR2018:13:30:00,1634
13APR2018:13:45:00,1630
13APR2018:14:00:00,1638
13APR2018:14:15:00,1664
13APR2018:14:30:00,1684
13APR2018:14:45:00,1695
13APR2018:15:00:00,1702
13APR2018:15:15:00,1705
13APR2018:15:30:00,1708
13APR2018:15:45:00,1705
13APR2018:16:00:00,1696
13APR2018:16:15:00,1685
13APR2018:16:30:00,1670
13APR2018:16:45:00,1659
13APR2018:17:00:00,1646
13APR2018:17:15:00,1630
13APR2018:17:30:00,1617
13APR2018:17:45:00,1598
13APR2018:18:00:00,1577
13APR2018:18:15:00,1553
13APR2018:18:30:00,1538
13APR2018:18:45:00,1536
13APR2018:19:00:00,1561
13APR2018:19:15:00,1590
13APR2018:19:30:00,1612
13APR2018:19:45:00,1613
13APR2018:20:00:00,1610
13APR2018:20:15:00,1594
13APR2018:20:30:00,1582
13APR2018:20:45:00,1573
13APR2018:21:00:00,1559
13APR2018:21:15:00,1540
13APR2018:21:30:00,1536
13APR2018:21:45:00,1533
13APR2018:22:00:00,1529
13APR2018:22:15:00,1530
13APR2018:22:30:00,1541
13APR2018:22:45:00,1547
13APR2018:23:00:00,1556
13APR2018:23:15:00,1567
13APR2018:23:30:00,1573
13APR2018:23:45:00,1572
14APR2018:00:00:00,1570
14APR2018:00:15:00,1549
14APR2018:00:30:00,1527
14APR2018:00:45:00,1503
14APR2018:01:00:00,1469
14APR2018:01:15:00,1435
14APR2018:01:30:00,1400
14APR2018:01:45:00,1368
14APR2018:02:00:00,1341
14APR2018:02:15:00,1315
14APR2018:02:30:00,1280
14APR2018:02:45:00,1257
14APR2018:03:00:00,1240
14APR2018:03:15:00,1219
14APR2018:03:30:00,1205
14APR2018:03:45:00,1187
14APR2018:04:00:00,1172
14APR2018:04:15:00,1158
14APR2018:04:30:00,1147
14APR2018:04:45:00,1143
14APR2018:05:00:00,1136
14APR2018:05:15:00,1128
14APR2018:05:30:00,1129
14APR2018:05:45:00,1124
14APR2018:06:00:00,1121
14APR2018:06:15:00,1114
14APR2018:06:30:00,1096
14APR2018:06:45:00,1088
14APR2018:07:00:00,1085
14APR2018:07:15:00,1093
14APR2018:07:30:00,1105
14APR2018:07:45:00,1116
14APR2018:08:00:00,1135
14APR2018:08:15:00,1161
14APR2018:08:30:00,1190
14APR2018:08:45:00,1222
14APR2018:09:00:00,1253
14APR2018:09:15:00,1303
14APR2018:09:30:00,1352
14APR2018:09:45:00,1397
14APR2018:10:00:00,1437
14APR2018:10:15:00,1473
14APR2018:10:30:00,1502
14APR2018:10:45:00,1529
14APR2018:11:00:00,1549
14APR2018:11:15:00,1564
14APR2018:11:30:00,1578
14APR2018:11:45:00,1588
14APR2018:12:00:00,1596
14APR2018:12:15:00,1600
14APR2018:12:30:00,1596
14APR2018:12:45:00,1592
14APR2018:13:00:00,1581
14APR2018:13:15:00,1547
14APR2018:13:30:00,1538
14APR2018:13:45:00,1537
14APR2018:14:00:00,1543
14APR2018:14:15:00,1561
14APR2018:14:30:00,1569
14APR2018:14:45:00,1571
14APR2018:15:00:00,1571
14APR2018:15:15:00,1572
14APR2018:15:30:00,1566
14APR2018:15:45:00,1563
14APR2018:16:00:00,1552
14APR2018:16:15:00,1552
14APR2018:16:30:00,1542
14APR2018:16:45:00,1528
14APR2018:17:00:00,1514
14APR2018:17:15:00,1500
14APR2018:17:30:00,1488
14APR2018:17:45:00,1477
14APR2018:18:00:00,1463
14APR2018:18:15:00,1460
14APR2018:18:30:00,1463
14APR2018:18:45:00,1470
14APR2018:19:00:00,1495
14APR2018:19:15:00,1532
14APR2018:19:30:00,1557
14APR2018:19:45:00,1558
14APR2018:20:00:00,1554
14APR2018:20:15:00,1543
14APR2018:20:30:00,1535
14APR2018:20:45:00,1530
14APR2018:21:00:00,1521
14APR2018:21:15:00,1508
14APR2018:21:30:00,1501
14APR2018:21:45:00,1494
14APR2018:22:00:00,1493
14APR2018:22:15:00,1488
14APR2018:22:30:00,1496
14APR2018:22:45:00,1507
14APR2018:23:00:00,1520
14APR2018:23:15:00,1535
14APR2018:23:30:00,1546
14APR2018:23:45:00,1555
15APR2018:00:00:00,1558
15APR2018:00:15:00,1543
15APR2018:00:30:00,1525
15APR2018:00:45:00,1500
15APR2018:01:00:00,1475
15APR2018:01:15:00,1443
15APR2018:01:30:00,1414
15APR2018:01:45:00,1376
15APR2018:02:00:00,1352
15APR2018:02:15:00,1329
15APR2018:02:30:00,1303
15APR2018:02:45:00,1283
15APR2018:03:00:00,1258
15APR2018:03:15:00,1237
15APR2018:03:30:00,1219
15APR2018:03:45:00,1202
15APR2018:04:00:00,1187
15APR2018:04:15:00,1173
15APR2018:04:30:00,1162
15APR2018:04:45:00,1155
15APR2018:05:00:00,1148
15APR2018:05:15:00,1143
15APR2018:05:30:00,1140
15APR2018:05:45:00,1136
15APR2018:06:00:00,1128
15APR2018:06:15:00,1119
15APR2018:06:30:00,1095
15APR2018:06:45:00,1081
15APR2018:07:00:00,1072
15APR2018:07:15:00,1071
15APR2018:07:30:00,1070
15APR2018:07:45:00,1074
15APR2018:08:00:00,1080
15APR2018:08:15:00,1093
15APR2018:08:30:00,1109
15APR2018:08:45:00,1121
15APR2018:09:00:00,1133
15APR2018:09:15:00,1148
15APR2018:09:30:00,1166
15APR2018:09:45:00,1186
15APR2018:10:00:00,1205
15APR2018:10:15:00,1226
15APR2018:10:30:00,1241
15APR2018:10:45:00,1257
15APR2018:11:00:00,1265
15APR2018:11:15:00,1281
15APR2018:11:30:00,1291
15APR2018:11:45:00,1299
15APR2018:12:00:00,1310
15APR2018:12:15:00,1321
15APR2018:12:30:00,1324
15APR2018:12:45:00,1324
15APR2018:13:00:00,1324
15APR2018:13:15:00,1314
15APR2018:13:30:00,1308
15APR2018:13:45:00,1309
15APR2018:14:00:00,1309
15APR2018:14:15:00,1315
15APR2018:14:30:00,1317
15APR2018:14:45:00,1322
15APR2018:15:00:00,1326
15APR2018:15:15:00,1327
15APR2018:15:30:00,1325
15APR2018:15:45:00,1314
15APR2018:16:00:00,1303
15APR2018:16:15:00,1296
15APR2018:16:30:00,1281
15APR2018:16:45:00,1269
15APR2018:17:00:00,1253
15APR2018:17:15:00,1240
15APR2018:17:30:00,1227
15APR2018:17:45:00,1219
15APR2018:18:00:00,1209
15APR2018:18:15:00,1208
15APR2018:18:30:00,1221
15APR2018:18:45:00,1243
15APR2018:19:00:00,1282
15APR2018:19:15:00,1327
15APR2018:19:30:00,1355
15APR2018:19:45:00,1369
15APR2018:20:00:00,1382
15APR2018:20:15:00,1386
15APR2018:20:30:00,1395
15APR2018:20:45:00,1403
15APR2018:21:00:00,1407
15APR2018:21:15:00,1415
15APR2018:21:30:00,1420
15APR2018:21:45:00,1427
15APR2018:22:00:00,1436
15APR2018:22:15:00,1449
15APR2018:22:30:00,1466
15APR2018:22:45:00,1493
15APR2018:23:00:00,1513
15APR2018:23:15:00,1531
15APR2018:23:30:00,1544
15APR2018:23:45:00,1544
16APR2018:00:00:00,1537
16APR2018:00:15:00,1533
16APR2018:00:30:00,1511
16APR2018:00:45:00,1483
16APR2018:01:00:00,1454
16APR2018:01:15:00,1417
16APR2018:01:30:00,1388
16APR2018:01:45:00,1353
16APR2018:02:00:00,1326
16APR2018:02:15:00,1303
16APR2018:02:30:00,1275
16APR2018:02:45:00,1255
16APR2018:03:00:00,1231
16APR2018:03:15:00,1212
16APR2018:03:30:00,1196
16APR2018:03:45:00,1184
16APR2018:04:00:00,1168
16APR2018:04:15:00,1156
16APR2018:04:30:00,1147
16APR2018:04:45:00,1142
16APR2018:05:00:00,1137
16APR2018:05:15:00,1134
16APR2018:05:30:00,1133
16APR2018:05:45:00,1131
16APR2018:06:00:00,1135
16APR2018:06:15:00,1137
16APR2018:06:30:00,1129
16APR2018:06:45:00,1127
16APR2018:07:00:00,1137
16APR2018:07:15:00,1154
16APR2018:07:30:00,1174
16APR2018:07:45:00,1196
16APR2018:08:00:00,1225
16APR2018:08:15:00,1266
16APR2018:08:30:00,1314
16APR2018:08:45:00,1358
16APR2018:09:00:00,1401
16APR2018:09:15:00,1459
16APR2018:09:30:00,1517
16APR2018:09:45:00,1558
16APR2018:10:00:00,1590
16APR2018:10:15:00,1628
16APR2018:10:30:00,1655
16APR2018:10:45:00,1687
16APR2018:11:00:00,1707
16APR2018:11:15:00,1721
16APR2018:11:30:00,1728
16APR2018:11:45:00,1732
16APR2018:12:00:00,1740
16APR2018:12:15:00,1743
16APR2018:12:30:00,1736
16APR2018:12:45:00,1726
16APR2018:13:00:00,1713
16APR2018:13:15:00,1683
16APR2018:13:30:00,1675
16APR2018:13:45:00,1677
16APR2018:14:00:00,1685
16APR2018:14:15:00,1705
16APR2018:14:30:00,1718
16APR2018:14:45:00,1722
16APR2018:15:00:00,1727
16APR2018:15:15:00,1725
16APR2018:15:30:00,1723
16APR2018:15:45:00,1718
16APR2018:16:00:00,1699
16APR2018:16:15:00,1688
16APR2018:16:30:00,1678
16APR2018:16:45:00,1654
16APR2018:17:00:00,1637
16APR2018:17:15:00,1625
16APR2018:17:30:00,1604
16APR2018:17:45:00,1584
16APR2018:18:00:00,1562
16APR2018:18:15:00,1541
16APR2018:18:30:00,1528
16APR2018:18:45:00,1528
16APR2018:19:00:00,1549
16APR2018:19:15:00,1578
16APR2018:19:30:00,1599
16APR2018:19:45:00,1606
16APR2018:20:00:00,1606
16APR2018:20:15:00,1594
16APR2018:20:30:00,1588
16APR2018:20:45:00,1579
16APR2018:21:00:00,1574
16APR2018:21:15:00,1564
16APR2018:21:30:00,1559
16APR2018:21:45:00,1554
16APR2018:22:00:00,1561
16APR2018:22:15:00,1575
16APR2018:22:30:00,1591
16APR2018:22:45:00,1617
16APR2018:23:00:00,1639
16APR2018:23:15:00,1654
16APR2018:23:30:00,1665
16APR2018:23:45:00,1666
17APR2018:00:00:00,1651
17APR2018:00:15:00,1624
17APR2018:00:30:00,1592
17APR2018:00:45:00,1559
17APR2018:01:00:00,1525
17APR2018:01:15:00,1485
17APR2018:01:30:00,1445
17APR2018:01:45:00,1414
