DATETIME,ACT_HEAT_INDEX,ACT_HUMIDITY,ACT_RAIN,ACT_TEMP,COOL_FACTOR
25FEB2016:22:45:00,25.56774444,76.22,0,25.02,0
25FEB2016:23:00:00,25.32623333,76.66,0,24.79,0
25FEB2016:23:15:00,24.90898333,77.11,0,24.4,0
25FEB2016:23:30:00,24.79105,78.07,0,24.27,0
25FEB2016:23:45:00,24.60561667,78.13,0,24.1,0
26FEB2016:00:00:00,24.53383889,78.33,0,24.03,0
26FEB2016:00:15:00,24.34174444,79.82,0,23.82,0
26FEB2016:00:30:00,24.16257778,80.12,0,23.65,0
26FEB2016:00:45:00,23.83832222,80.34,0,23.35,0
26FEB2016:01:00:00,23.73563333,80.62,0,23.25,0
26FEB2016:01:15:00,23.59576667,80.74,0,23.12,0
26FEB2016:01:30:00,23.34825,80.95,0,22.89,0
26FEB2016:01:45:00,23.30973333,81.16,0,22.85,0
26FEB2016:02:00:00,23.28169444,81.35,0,22.82,0
26FEB2016:02:15:00,23.25496111,81.59,0,22.79,0
26FEB2016:02:30:00,23.21592222,81.78,0,22.75,0
26FEB2016:02:45:00,23.1918,82.12,0,22.72,0
26FEB2016:03:00:00,23.16454444,82.34,0,22.69,0
26FEB2016:03:15:00,23.12968333,82.69,0,22.65,0
26FEB2016:03:30:00,23.10190556,82.89,0,22.62,0
26FEB2016:03:45:00,23.07491111,83.12,0,22.59,0
26FEB2016:04:00:00,23.00574444,83.42,0,22.52,0
26FEB2016:04:15:00,22.90148889,83.64,0,22.42,0
26FEB2016:04:30:00,22.83101667,83.89,0,22.35,0
26FEB2016:04:45:00,22.58741667,84.25,0,22.12,0
26FEB2016:05:00:00,22.44386111,84.65,0,21.98,0
26FEB2016:05:15:00,22.27125556,84.78,0,21.82,0
26FEB2016:05:30:00,22.23525,86.35,0,21.75,0
26FEB2016:05:45:00,22.13752222,86.82,0,21.65,0
26FEB2016:06:00:00,21.84430556,88.65,0,21.34,0
26FEB2016:06:15:00,21.72010556,89.37,0,21.21,0
26FEB2016:06:30:00,21.71328333,89.53,0,21.2,0
26FEB2016:06:45:00,21.75963333,89.62,0,21.24,0
26FEB2016:07:00:00,21.75411667,89.83,0,21.23,0
26FEB2016:07:15:00,21.68837778,89.84,0,21.17,0
26FEB2016:07:30:00,21.80102222,89.52,0,21.28,0
26FEB2016:07:45:00,21.77197222,89.25,0,21.26,0
26FEB2016:08:00:00,21.89979444,89.09,0,21.38,0
26FEB2016:08:15:00,22.21680556,87.75,0,21.7,0
26FEB2016:08:30:00,23.35075556,85.68,0,22.78,0
26FEB2016:08:45:00,23.77917222,83.13,0,23.23,0
26FEB2016:09:00:00,24.43878333,81.43,0,23.87,0
26FEB2016:09:15:00,24.71078333,79.63,0,24.16,0
26FEB2016:09:30:00,25.06425556,77.58,0,24.53,0
26FEB2016:09:45:00,25.96851111,75.56,0,25.4,0
26FEB2016:10:00:00,26.16354444,73.34,0,25.63,0
26FEB2016:10:15:00,26.75219444,71.45,0,26.21,0
26FEB2016:10:30:00,27.12241111,69.62,0,26.59,0
26FEB2016:10:45:00,29.44826088,67.65,0,27.48,0.48
26FEB2016:11:00:00,29.82991423,65.29,0,27.86,0.86
26FEB2016:11:15:00,30.21151153,63.48,0,28.22,1.22
26FEB2016:11:30:00,30.8876926,63.28,0,28.63,1.63
26FEB2016:11:45:00,31.77977993,63.19,0,29.13,2.13
26FEB2016:12:00:00,32.45991112,62.74,0,29.53,2.53
26FEB2016:12:15:00,31.90293547,61.75,0,29.33,2.33
26FEB2016:12:30:00,32.05581463,60.03,0,29.58,2.58
26FEB2016:12:45:00,32.14476672,58.63,0,29.77,2.77
26FEB2016:13:00:00,32.57397381,56.63,0,30.22,3.22
26FEB2016:13:15:00,32.50514172,54.64,0,30.4,3.4
26FEB2016:13:30:00,33.47321304,53.29,0,31.1,4.1
26FEB2016:13:45:00,32.8913735,51.37,0,31,4
26FEB2016:14:00:00,32.59962839,50.08,0,30.98,3.98
26FEB2016:14:15:00,32.41452834,49.04,0,30.99,3.99
26FEB2016:14:30:00,32.20742497,48.11,0,30.97,3.97
26FEB2016:14:45:00,32.03437708,48.02,0,30.87,3.87
26FEB2016:15:00:00,32.04097462,50.4,0,30.6,3.6
26FEB2016:15:15:00,32.18238343,51.08,0,30.61,3.61
26FEB2016:15:30:00,32.79688364,52.09,0,30.86,3.86
26FEB2016:15:45:00,32.41259527,54.34,0,30.38,3.38
26FEB2016:16:00:00,32.11018055,56.23,0,30,3
26FEB2016:16:15:00,32.47202501,57.03,0,30.12,3.12
26FEB2016:16:30:00,32.54723542,57.14,0,30.15,3.15
26FEB2016:16:45:00,32.09561071,57.39,0,29.87,2.87
26FEB2016:17:00:00,32.61201391,59.65,0,29.92,2.92
26FEB2016:17:15:00,32.32821374,61.42,0,29.59,2.59
26FEB2016:17:30:00,32.57760324,63.26,0,29.54,2.54
26FEB2016:17:45:00,31.15038122,64.32,0,28.69,1.69
26FEB2016:18:00:00,30.9910737,66.21,0,28.45,1.45
26FEB2016:18:15:00,30.46284726,67.59,0,28.06,1.06
26FEB2016:18:30:00,29.93000249,69.35,0,27.65,0.65
26FEB2016:18:45:00,28.72233516,70.65,0,26.89,0
26FEB2016:19:00:00,27.2108,71.32,0,26.63,0
26FEB2016:19:15:00,26.88181111,71.78,0,26.32,0
26FEB2016:19:30:00,26.74351111,71.96,0,26.19,0
26FEB2016:19:45:00,26.57981667,72.01,0,26.04,0
26FEB2016:20:00:00,26.49282778,72.47,0,25.95,0
26FEB2016:20:15:00,26.38201111,72.86,0,25.84,0
26FEB2016:20:30:00,26.31597778,73.28,0,25.77,0
26FEB2016:20:45:00,26.20907778,73.82,0,25.66,0
26FEB2016:21:00:00,26.29100556,74.43,0,25.72,0
26FEB2016:21:15:00,26.23988889,75,0,25.66,0
26FEB2016:21:30:00,26.21227222,76.47,0,25.6,0
26FEB2016:21:45:00,26.2738,76.72,0,25.65,0
26FEB2016:22:00:00,26.20303333,77.38,0,25.57,0
26FEB2016:22:15:00,26.11049444,78.47,0,25.46,0
26FEB2016:22:30:00,26.02432222,78.54,0,25.38,0
26FEB2016:22:45:00,25.89545556,78.66,0,25.26,0
26FEB2016:23:00:00,25.61046667,79.12,0,24.99,0
26FEB2016:23:15:00,25.49860556,79.47,0,24.88,0
26FEB2016:23:30:00,25.27018333,79.99,0,24.66,0
26FEB2016:23:45:00,25.19915556,80.64,0,24.58,0
27FEB2016:00:00:00,25.05135556,81.72,0,24.42,0
27FEB2016:00:15:00,24.84507222,77.19,0,24.34,0
27FEB2016:00:30:00,24.61988333,76.57,0,24.15,0
27FEB2016:00:45:00,24.51797778,76.88,0,24.05,0
27FEB2016:01:00:00,24.46287778,78.14,0,23.97,0
27FEB2016:01:15:00,24.49953333,78.28,0,24,0
27FEB2016:01:30:00,24.37324444,78.92,0,23.87,0
27FEB2016:01:45:00,24.36981667,79.21,0,23.86,0
27FEB2016:02:00:00,24.35538889,79.5,0,23.84,0
27FEB2016:02:15:00,24.3579,80.86,0,23.81,0
27FEB2016:02:30:00,24.17612222,81.06,0,23.64,0
27FEB2016:02:45:00,24.10091667,81.55,0,23.56,0
27FEB2016:03:00:00,23.89733333,82.6,0,23.35,0
27FEB2016:03:15:00,23.82633889,82.83,0,23.28,0
27FEB2016:03:30:00,23.79957222,83.49,0,23.24,0
27FEB2016:03:45:00,23.63535556,83.52,0,23.09,0
27FEB2016:04:00:00,23.59187778,83.54,0,23.05,0
27FEB2016:04:15:00,23.41966111,85.37,0,22.85,0
27FEB2016:04:30:00,23.30753889,85.71,0,22.74,0
27FEB2016:04:45:00,23.25250556,86.13,0,22.68,0
27FEB2016:05:00:00,23.31530556,86.85,0,22.72,0
27FEB2016:05:15:00,23.26474444,87.02,0,22.67,0
27FEB2016:05:30:00,23.2181,87.34,0,22.62,0
27FEB2016:05:45:00,23.06276111,87.71,0,22.47,0
27FEB2016:06:00:00,23.00296111,88.79,0,22.39,0
27FEB2016:06:15:00,23.12634444,88.46,0,22.51,0
27FEB2016:06:30:00,23.0687,88.78,0,22.45,0
27FEB2016:06:45:00,22.9666,88.24,0,22.37,0
27FEB2016:07:00:00,23.2056,86.44,0,22.63,0
27FEB2016:07:15:00,23.7102,84.28,0,23.14,0
27FEB2016:07:30:00,23.74385556,82.62,0,23.21,0
27FEB2016:07:45:00,23.70315556,80.64,0,23.22,0
27FEB2016:08:00:00,23.72636667,78.58,0,23.29,0
27FEB2016:08:15:00,23.83441111,76.82,0,23.43,0
27FEB2016:08:30:00,24.38852778,74.45,0,23.99,0
27FEB2016:08:45:00,24.86952778,72.65,0,24.47,0
27FEB2016:09:00:00,26.02730556,70.65,0,25.57,0
27FEB2016:09:15:00,26.65708333,68.65,0,26.19,0
27FEB2016:09:30:00,28.30859612,67.45,0,26.78,0
27FEB2016:09:45:00,28.84468389,65.9,0,27.21,0.21
27FEB2016:10:00:00,29.08356942,63.36,0,27.52,0.52
27FEB2016:10:15:00,29.03977586,61.25,0,27.63,0.63
27FEB2016:10:30:00,29.52875218,59.65,0,28.08,1.08
27FEB2016:10:45:00,29.77003621,57.45,0,28.42,1.42
27FEB2016:11:00:00,29.98201978,55.65,0,28.72,1.72
27FEB2016:11:15:00,30.399181,53.44,0,29.21,2.21
27FEB2016:11:30:00,31.08646513,51.66,0,29.85,2.85
27FEB2016:11:45:00,31.16742305,50.09,0,30.07,3.07
27FEB2016:12:00:00,31.34985238,48.64,0,30.35,3.35
27FEB2016:12:15:00,31.94984503,48.5,0,30.76,3.76
27FEB2016:12:30:00,32.69680534,48.32,0,31.25,4.25
27FEB2016:12:45:00,32.68481986,47.11,0,31.39,4.39
27FEB2016:13:00:00,32.99944744,46.66,0,31.64,4.64
27FEB2016:13:15:00,33.28632098,46.38,0,31.85,4.85
27FEB2016:13:30:00,32.7864353,45.28,0,31.68,4.68
27FEB2016:13:45:00,32.22949252,43.15,0,31.58,4.58
27FEB2016:14:00:00,32.11511735,42.76,0,31.55,4.55
27FEB2016:14:15:00,33.17281843,42.65,0,32.26,5.26
27FEB2016:14:30:00,33.02568852,42.23,0,32.22,5.22
27FEB2016:14:45:00,32.52837151,41.86,0,31.94,4.94
27FEB2016:15:00:00,32.31084119,42.78,0,31.68,4.68
27FEB2016:15:15:00,32.21175151,42.97,0,31.59,4.59
27FEB2016:15:30:00,31.2101351,43.84,0,30.79,3.79
27FEB2016:15:45:00,31.24769696,43.99,0,30.8,3.8
27FEB2016:16:00:00,31.2169836,45.75,0,30.58,3.58
27FEB2016:16:15:00,31.44663603,46.19,0,30.69,3.69
27FEB2016:16:30:00,30.95646816,46.71,0,30.29,3.29
27FEB2016:16:45:00,31.04295653,48.56,0,30.15,3.15
27FEB2016:17:00:00,30.97701155,50.39,0,29.91,2.91
27FEB2016:17:15:00,30.90601629,51.66,0,29.73,2.73
27FEB2016:17:30:00,30.93043513,53.29,0,29.58,2.58
27FEB2016:17:45:00,31.45918114,55.99,0,29.64,2.64
27FEB2016:18:00:00,31.42322679,56.27,0,29.59,2.59
27FEB2016:18:15:00,31.33558697,56.64,0,29.5,2.5
27FEB2016:18:30:00,31.20339349,57.25,0,29.36,2.36
27FEB2016:18:45:00,31.11862042,57.65,0,29.27,2.27
27FEB2016:19:00:00,30.82672191,57.98,0,29.06,2.06
27FEB2016:19:15:00,30.84767636,58.12,0,29.06,2.06
27FEB2016:19:30:00,30.63846802,58.23,0,28.92,1.92
27FEB2016:19:45:00,30.5064234,58.42,0,28.82,1.82
27FEB2016:20:00:00,30.29800972,58.62,0,28.67,1.67
27FEB2016:20:15:00,29.66995708,58.95,0,28.23,1.23
27FEB2016:20:30:00,28.98564522,58.98,0,27.75,0.75
27FEB2016:20:45:00,28.44283137,59.21,0,27.33,0.33
27FEB2016:21:00:00,28.18463926,59.35,0,27.12,0.12
27FEB2016:21:15:00,28.30092405,61.04,0,27.11,0.11
27FEB2016:21:30:00,28.22413954,61.6,0,27.02,0.02
27FEB2016:21:45:00,26.94798889,62.94,0,26.59,0
27FEB2016:22:00:00,26.81465,63.31,0,26.46,0
27FEB2016:22:15:00,26.78282222,65.04,0,26.39,0
27FEB2016:22:30:00,26.81797222,67.65,0,26.36,0
27FEB2016:22:45:00,26.76437222,69.81,0,26.26,0
27FEB2016:23:00:00,26.75558889,71.58,0,26.21,0
27FEB2016:23:15:00,26.71063889,73.65,0,26.12,0
27FEB2016:23:30:00,26.68403333,75.58,0,26.05,0
27FEB2016:23:45:00,26.42717778,77.96,0,25.76,0
28FEB2016:00:00:00,26.29357778,78.32,0,25.63,0
28FEB2016:00:15:00,26.58927222,78.27,0,25.9,0
28FEB2016:00:30:00,26.16418889,78.42,0,25.51,0
28FEB2016:00:45:00,25.97163889,79.05,0,25.32,0
28FEB2016:01:00:00,25.76051667,79.39,0,25.12,0
28FEB2016:01:15:00,25.68818333,79.99,0,25.04,0
28FEB2016:01:30:00,25.55722778,80.03,0,24.92,0
28FEB2016:01:45:00,25.43847778,81.38,0,24.78,0
28FEB2016:02:00:00,25.56522222,81.6,0,24.89,0
28FEB2016:02:15:00,25.57533889,82.83,0,24.87,0
28FEB2016:02:30:00,25.48338889,83.1,0,24.78,0
28FEB2016:02:45:00,25.40273333,82.96,0,24.71,0
28FEB2016:03:00:00,25.13896111,83.39,0,24.46,0
28FEB2016:03:15:00,25.15332222,83.94,0,24.46,0
28FEB2016:03:30:00,25.30386111,84.65,0,24.58,0
28FEB2016:03:45:00,25.44186667,84.88,0,24.7,0
28FEB2016:04:00:00,25.47969444,86.75,0,24.69,0
28FEB2016:04:15:00,25.36786667,86.68,0,24.59,0
28FEB2016:04:30:00,25.22878333,86.83,0,24.46,0
28FEB2016:04:45:00,25.10409444,87.11,0,24.34,0
28FEB2016:05:00:00,24.85181111,87.98,0,24.09,0
28FEB2016:05:15:00,24.80751667,88.39,0,24.04,0
28FEB2016:05:30:00,24.70430556,88.65,0,23.94,0
28FEB2016:05:45:00,24.60396667,89.02,0,23.84,0
28FEB2016:06:00:00,24.60337778,89.84,0,23.82,0
28FEB2016:06:15:00,24.61251667,90.19,0,23.82,0
28FEB2016:06:30:00,24.68586111,90.05,0,23.89,0
28FEB2016:06:45:00,24.72225556,90.18,0,23.92,0
28FEB2016:07:00:00,24.794,90.4,0,23.98,0
28FEB2016:07:15:00,24.92518333,90.79,0,24.09,0
28FEB2016:07:30:00,24.95221111,90.14,0,24.13,0
28FEB2016:07:45:00,25.14345556,89.46,0,24.32,0
28FEB2016:08:00:00,25.22228333,89.53,0,24.39,0
28FEB2016:08:15:00,25.24177222,88.17,0,24.44,0
28FEB2016:08:30:00,25.62439444,85.13,0,24.86,0
28FEB2016:08:45:00,25.95991111,84.92,0,25.17,0
28FEB2016:09:00:00,26.25335556,83.52,0,25.47,0
28FEB2016:09:15:00,26.45596111,81.59,0,25.7,0
28FEB2016:09:30:00,26.70282778,79.67,0,25.97,0
28FEB2016:09:45:00,26.92877222,77.37,0,26.23,0
28FEB2016:10:00:00,26.96216667,75.7,0,26.3,0
28FEB2016:10:15:00,27.09456111,74.03,0,26.46,0
28FEB2016:10:30:00,28.94771904,71.73,0,26.97,0
28FEB2016:10:45:00,29.47229112,69.76,0,27.37,0.37
28FEB2016:11:00:00,29.53513027,68.16,0,27.5,0.5
28FEB2016:11:15:00,29.51734137,65.76,0,27.64,0.64
28FEB2016:11:30:00,29.98905209,63.83,0,28.06,1.06
28FEB2016:11:45:00,29.95875765,61.6,0,28.21,1.21
28FEB2016:12:00:00,29.99955512,59.3,0,28.42,1.42
28FEB2016:12:15:00,30.42285065,57.71,0,28.83,1.83
28FEB2016:12:30:00,31.27049505,56.24,0,29.5,2.5
28FEB2016:12:45:00,31.31905241,55.34,0,29.62,2.62
28FEB2016:13:00:00,31.6548635,54.62,0,29.9,2.9
28FEB2016:13:15:00,32.44521983,54.33,0,30.4,3.4
28FEB2016:13:30:00,32.93021584,54.21,0,30.69,3.69
28FEB2016:13:45:00,33.40419786,53.39,0,31.05,4.05
28FEB2016:14:00:00,33.41442353,53.27,0,31.07,4.07
28FEB2016:14:15:00,33.61065193,50.89,0,31.47,4.47
28FEB2016:14:30:00,33.20932998,49.6,0,31.4,4.4
28FEB2016:14:45:00,33.04036073,47.5,0,31.56,4.56
28FEB2016:15:00:00,32.98527168,45.16,0,31.82,4.82
28FEB2016:15:15:00,33.65615394,43.35,0,32.47,5.47
28FEB2016:15:30:00,33.49353989,41.16,0,32.66,5.66
28FEB2016:15:45:00,33.5498816,39.19,0,32.96,5.96
28FEB2016:16:00:00,33.42214316,39.84,0,32.79,5.79
28FEB2016:16:15:00,33.01764663,40.18,0,32.48,5.48
28FEB2016:16:30:00,32.70433247,40.34,0,32.25,5.25
28FEB2016:16:45:00,32.42982388,41.81,0,31.88,4.88
28FEB2016:17:00:00,32.32314973,43.01,0,31.66,4.66
28FEB2016:17:15:00,32.43145453,45.06,0,31.48,4.48
28FEB2016:17:30:00,32.75691543,47.23,0,31.42,4.42
28FEB2016:17:45:00,32.67739435,49.3,0,31.12,4.12
28FEB2016:18:00:00,32.4408239,51.4,0,30.73,3.73
28FEB2016:18:15:00,32.54081569,53.4,0,30.56,3.56
28FEB2016:18:30:00,32.65953799,55.97,0,30.34,3.34
28FEB2016:18:45:00,32.41381153,57.1,0,30.08,3.08
28FEB2016:19:00:00,32.33349191,59.16,0,29.82,2.82
28FEB2016:19:15:00,32.2691108,61.61,0,29.54,2.54
28FEB2016:19:30:00,32.01776066,63.26,0,29.25,2.25
28FEB2016:19:45:00,32.10403356,65.4,0,29.1,2.1
28FEB2016:20:00:00,31.87941195,67.09,0,28.84,1.84
28FEB2016:20:15:00,31.73633413,69.16,0,28.6,1.6
28FEB2016:20:30:00,30.93698409,70.98,0,28.07,1.07
28FEB2016:20:45:00,30.77424941,72.16,0,27.91,0.91
28FEB2016:21:00:00,30.87991144,72.19,0,27.96,0.96
28FEB2016:21:15:00,30.6888566,72.28,0,27.86,0.86
28FEB2016:21:30:00,30.62283768,72.71,0,27.8,0.8
28FEB2016:21:45:00,29.8410215,73.15,0,27.38,0.38
28FEB2016:22:00:00,29.48406568,73.62,0,27.17,0.17
28FEB2016:22:15:00,29.31955908,73.69,0,27.08,0.08
28FEB2016:22:30:00,28.73249879,73.75,0,26.76,0
28FEB2016:22:45:00,27.242,74.2,0,26.59,0
28FEB2016:23:00:00,27.19979444,74.69,0,26.54,0
28FEB2016:23:15:00,26.96925,75.55,0,26.31,0
28FEB2016:23:30:00,26.85977222,75.57,0,26.21,0
28FEB2016:23:45:00,26.70629444,75.59,0,26.07,0
29FEB2016:00:00:00,26.48965556,76.14,0,25.86,0
29FEB2016:00:15:00,26.11006667,80.56,0,25.41,0
29FEB2016:00:30:00,25.96748889,81.84,0,25.25,0
29FEB2016:00:45:00,25.75137222,82.41,0,25.04,0
29FEB2016:01:00:00,25.61460556,83.07,0,24.9,0
29FEB2016:01:15:00,25.74647778,81.38,0,25.06,0
29FEB2016:01:30:00,25.80405556,81.9,0,25.1,0
29FEB2016:01:45:00,25.76041111,84.02,0,25.01,0
29FEB2016:02:00:00,25.87687222,85.11,0,25.09,0
29FEB2016:02:15:00,25.72443889,85.17,0,24.95,0
29FEB2016:02:30:00,25.53326111,85.01,0,24.78,0
29FEB2016:02:45:00,25.31861667,83.53,0,24.62,0
29FEB2016:03:00:00,25.32831111,83.48,0,24.63,0
29FEB2016:03:15:00,25.36026667,83.44,0,24.66,0
29FEB2016:03:30:00,25.23636111,83.75,0,24.54,0
29FEB2016:03:45:00,25.13031111,83.48,0,24.45,0
29FEB2016:04:00:00,25.03522778,83.63,0,24.36,0
29FEB2016:04:15:00,25.01058333,83.95,0,24.33,0
29FEB2016:04:30:00,25.05350556,84.33,0,24.36,0
29FEB2016:04:45:00,25.16794444,84.5,0,24.46,0
29FEB2016:05:00:00,25.06969444,84.95,0,24.36,0
29FEB2016:05:15:00,25.14669444,84.95,0,24.43,0
29FEB2016:05:30:00,25.46804444,85.04,0,24.72,0
29FEB2016:05:45:00,25.41901667,85.69,0,24.66,0
29FEB2016:06:00:00,25.34436667,85.78,0,24.59,0
29FEB2016:06:15:00,25.13063333,86.02,0,24.39,0
29FEB2016:06:30:00,25.00646667,86.32,0,24.27,0
29FEB2016:06:45:00,24.88073333,86.56,0,24.15,0
29FEB2016:07:00:00,25.05836667,85.78,0,24.33,0
29FEB2016:07:15:00,25.33313889,85.35,0,24.59,0
29FEB2016:07:30:00,25.52751667,84.79,0,24.78,0
29FEB2016:07:45:00,25.78002778,84.35,0,25.02,0
29FEB2016:08:00:00,26.08652778,83.45,0,25.32,0
29FEB2016:08:15:00,26.31762778,82.19,0,25.56,0
29FEB2016:08:30:00,26.55992222,81.78,0,25.79,0
29FEB2016:08:45:00,26.57135,79.69,0,25.85,0
29FEB2016:09:00:00,27.04030556,77.85,0,26.32,0
29FEB2016:09:15:00,27.32591667,76.15,0,26.62,0
29FEB2016:09:30:00,28.84020408,75.68,0,26.74,0
29FEB2016:09:45:00,29.2395677,73.22,0,27.06,0.06
29FEB2016:10:00:00,30.27573008,72.49,0,27.64,0.64
29FEB2016:10:15:00,31.58137151,71.73,0,28.33,1.33
29FEB2016:10:30:00,33.27410549,69.85,0,29.26,2.26
29FEB2016:10:45:00,33.05954727,67.55,0,29.37,2.37
29FEB2016:11:00:00,34.44452094,65.83,0,30.17,3.17
29FEB2016:11:15:00,34.57455245,63.75,0,30.45,3.45
29FEB2016:11:30:00,35.48708326,60.48,0,31.24,4.24
29FEB2016:11:45:00,35.08672897,57.79,0,31.38,4.38
29FEB2016:12:00:00,34.83525296,55.35,0,31.56,4.56
29FEB2016:12:15:00,34.90191944,53.88,0,31.78,4.78
29FEB2016:12:30:00,34.93250867,52.15,0,32.02,5.02
29FEB2016:12:45:00,35.16041374,51.45,0,32.23,5.23
29FEB2016:13:00:00,34.9247703,49.86,0,32.32,5.32
29FEB2016:13:15:00,34.43982336,47.45,0,32.38,5.38
29FEB2016:13:30:00,34.02737108,44.35,0,32.56,5.56
29FEB2016:13:45:00,33.86796995,42.38,0,32.73,5.73
29FEB2016:14:00:00,33.92409344,41.75,0,32.85,5.85
29FEB2016:14:15:00,33.43302079,41.85,0,32.53,5.53
29FEB2016:14:30:00,33.11887879,42.23,0,32.28,5.28
29FEB2016:14:45:00,32.35653785,42.38,0,31.76,4.76
29FEB2016:15:00:00,32.11555224,42.68,0,31.56,4.56
29FEB2016:15:15:00,31.82590022,43.02,0,31.32,4.32
29FEB2016:15:30:00,31.52016503,44.45,0,30.94,3.94
29FEB2016:15:45:00,30.99288161,45.85,0,30.41,3.41
29FEB2016:16:00:00,31.34043871,47.68,0,30.45,3.45
29FEB2016:16:15:00,31.52321219,49.68,0,30.35,3.35
29FEB2016:16:30:00,32.12438534,51.56,0,30.52,3.52
29FEB2016:16:45:00,31.89642199,53.65,0,30.15,3.15
29FEB2016:17:00:00,32.37849535,55.8,0,30.2,3.2
29FEB2016:17:15:00,32.35991119,56.35,0,30.13,3.13
29FEB2016:17:30:00,32.42600148,56.79,0,30.12,3.12
29FEB2016:17:45:00,32.23932978,58.85,0,29.8,2.8
29FEB2016:18:00:00,32.20698617,60.56,0,29.61,2.61
29FEB2016:18:15:00,32.0289538,60.9,0,29.48,2.48
29FEB2016:18:30:00,31.74251986,61.35,0,29.28,2.28
29FEB2016:18:45:00,31.06737262,62.02,0,28.84,1.84
29FEB2016:19:00:00,30.76574962,62.68,0,28.61,1.61
29FEB2016:19:15:00,30.43651509,62.89,0,28.4,1.4
29FEB2016:19:30:00,30.37576687,63.32,0,28.33,1.33
29FEB2016:19:45:00,30.25404984,63.68,0,28.23,1.23
29FEB2016:20:00:00,30.05784847,63.85,0,28.1,1.1
29FEB2016:20:15:00,29.99793567,64.45,0,28.02,1.02
29FEB2016:20:30:00,30.06621695,65.85,0,27.96,0.96
29FEB2016:20:45:00,30.01784721,66.89,0,27.86,0.86
29FEB2016:21:00:00,30.09724432,67.85,0,27.84,0.84
29FEB2016:21:15:00,30.15750875,68.35,0,27.84,0.84
29FEB2016:21:30:00,29.83873297,69.02,0,27.62,0.62
29FEB2016:21:45:00,29.72463158,69.45,0,27.53,0.53
29FEB2016:22:00:00,29.14386106,69.79,0,27.18,0.18
29FEB2016:22:15:00,28.87409426,70.02,0,27.01,0.01
29FEB2016:22:30:00,28.56200654,70.75,0,26.79,0
29FEB2016:22:45:00,27.22519444,71.45,0,26.64,0
29FEB2016:23:00:00,27.02791111,72.32,0,26.44,0
29FEB2016:23:15:00,26.78979444,72.89,0,26.21,0
29FEB2016:23:30:00,26.70280556,73.35,0,26.12,0
29FEB2016:23:45:00,26.43090556,73.89,0,25.86,0
01MAR2016:00:00:00,26.32665,74.11,0,25.76,0
01MAR2016:00:15:00,26.16576111,75.11,0,25.59,0
01MAR2016:00:30:00,26.11076111,75.11,0,25.54,0
01MAR2016:00:45:00,25.99952222,74.22,0,25.46,0
01MAR2016:01:00:00,25.70396111,72.59,0,25.23,0
01MAR2016:01:15:00,25.66711111,71.6,0,25.22,0
01MAR2016:01:30:00,25.79986111,72.05,0,25.33,0
01MAR2016:01:45:00,25.70451667,72.19,0,25.24,0
01MAR2016:02:00:00,25.57222222,72.6,0,25.11,0
01MAR2016:02:15:00,25.54558333,74.95,0,25.03,0
01MAR2016:02:30:00,25.41142778,75.71,0,24.89,0
01MAR2016:02:45:00,25.18770556,76.41,0,24.67,0
01MAR2016:03:00:00,25.20337222,77.01,0,24.67,0
01MAR2016:03:15:00,25.18584444,76.76,0,24.66,0
01MAR2016:03:30:00,25.04548889,76.44,0,24.54,0
01MAR2016:03:45:00,25.04261667,76.33,0,24.54,0
01MAR2016:04:00:00,25.00377222,77.37,0,24.48,0
01MAR2016:04:15:00,25.01947222,77.55,0,24.49,0
01MAR2016:04:30:00,24.81334444,77.66,0,24.3,0
01MAR2016:04:45:00,25.20252222,77.82,0,24.65,0
01MAR2016:05:00:00,25.45735,77.89,0,24.88,0
01MAR2016:05:15:00,25.24335556,78.12,0,24.68,0
01MAR2016:05:30:00,24.95918333,78.19,0,24.42,0
01MAR2016:05:45:00,24.46522778,78.23,0,23.97,0
01MAR2016:06:00:00,24.32536111,78.35,0,23.84,0
01MAR2016:06:15:00,24.11818889,78.42,0,23.65,0
01MAR2016:06:30:00,23.98540556,78.39,0,23.53,0
01MAR2016:06:45:00,24.03936111,78.35,0,23.58,0
01MAR2016:07:00:00,23.95635556,78.12,0,23.51,0
01MAR2016:07:15:00,24.20965,77.71,0,23.75,0
01MAR2016:07:30:00,24.39273333,77.56,0,23.92,0
01MAR2016:07:45:00,24.79868889,77.52,0,24.29,0
01MAR2016:08:00:00,25.24838333,77.47,0,24.7,0
01MAR2016:08:15:00,25.78281667,75.61,0,25.23,0
01MAR2016:08:30:00,26.08908889,74.28,0,25.54,0
01MAR2016:08:45:00,26.63295556,72.36,0,26.08,0
01MAR2016:09:00:00,27.03352778,70.85,0,26.48,0
01MAR2016:09:15:00,29.77758809,68.31,0,27.63,0.63
01MAR2016:09:30:00,29.78440552,65.04,0,27.85,0.85
01MAR2016:09:45:00,30.07580985,63.46,0,28.14,1.14
01MAR2016:10:00:00,30.21614108,61.23,0,28.4,1.4
01MAR2016:10:15:00,30.40316962,60.45,0,28.58,1.58
01MAR2016:10:30:00,30.63798097,59.12,0,28.84,1.84
01MAR2016:10:45:00,31.17787908,57.4,0,29.33,2.33
01MAR2016:11:00:00,31.32603509,57.19,0,29.44,2.44
01MAR2016:11:15:00,31.19016398,55.24,0,29.55,2.55
01MAR2016:11:30:00,31.97670571,54.56,0,30.1,3.1
01MAR2016:11:45:00,32.28591246,54.67,0,30.27,3.27
01MAR2016:12:00:00,32.14852207,52.67,0,30.41,3.41
